de_easy;de_hard;en_easy;en_hard
;betriebsdauer;;
;tranchieren;;
;spalten;;
;zergliedern;;
;zerteilen;;
;aufspalten;;
;pulverisieren;;
;teilen;;
;aufteilen;;
;unterteilen;;
;fragmentieren;;
;trennen;;
;zerspalten;;
;zersplittern;;
;auftrennen;;
;atomisieren;;
;zersetzen;;
;auflösen;;
;händen;;
;eiterung;;
;brand;;
;marke;;
;schutzmarke;;
;warenzeichen;;
;markenname;;
;innerhalb;;
;bereich;;
;inmitten;;
;innern;;
;aufhalten;;
;schlagen;;
;weilen;;
;herumstehen;;
;verbringen;;
;verweilen;;
;verbleiben;;
;schweinestall;;
;auftreten;;
;zusammenfallen;;
;konsistent;;
;zusammentreffen;;
;fertig;;
;backen;;
;durchbacken;;
;bindung;;
;anbindung;;
;bündnis;;
;brücke;;
;haftung;;
;enthaltung;;
;merken;;
;bemerken;;
;bewusst;;
;behalten;;
;vergessen;;
;hinterkopf;;
;denken;;
;lehrstelle;;
;abscheren;;
;kappen;;
;wegschneiden;;
;abschneiden;;
;abtrennen;;
;berufung;;
;heranziehung;;
;kontaktieren;;
;kontakt;;
;ansprechen;;
;kontakten;;
;aufnehmen;;
;richten;;
;wenden;;
;herantreten;;
;schriftverkehr;;
;briefwechsel;;
;korrespondenz;;
;schriftwechsel;;
;streitig;;
;streiten;;
;gelehrten;;
;uneinig;;
;unumstritten;;
;umkämpft;;
;debatte;;
;kontrovers;;
;diskutiert;;
;umstritten;;
;dünnes;;
;eis;;
;angefochten;;
;strittig;;
;ausdiskutiert;;
;frage;;
;polarisierend;;
;geister;;
;csu;;
;konservative;;
;christlich;;
;soziale;;
;union;;
;entlausen;;
;lausen;;
;dünndarms;;
;breite;;
;details;;
;ausführlich;;
;differenziert;;
;einzelne;;
;gehend;;
;gründlich;;
;detailliert;;
;detail;;
;ausführlichkeit;;
;einzelheiten;;
;eingehend;;
;erschöpfend;;
;lächerlich;;
;klein;;
;winzig;;
;gering;;
;überschaubar;;
;geringem;;
;umfang;;
;mickerig;;
;mickrig;;
;topografische;;
;karte;;
;prost;;
;tassen;;
;wohlsein;;
;vergleich;;
;journal;;
;heft;;
;zeitung;;
;postille;;
;blatt;;
;gazette;;
;blättchen;;
;epidemie;;
;geißel;;
;menschheit;;
;seuche;;
;plage;;
;pest;;
;passend;;
;modern;;
;neuzeitlich;;
;zeitgemäß;;
;zeitgerecht;;
;neuesten;;
;neuartig;;
;höhe;;
;fortschrittlich;;
;aktuell;;
;heutig;;
;startschuss;;
;geben;;
;beginnen;;
;starten;;
;durchstarten;;
;angreifen;;
;fliegen;;
;anlaufen;;
;loslegen;;
;darangehen;;
;daranmachen;;
;herangehen;;
;schreiten;;
;angehen;;
;anpacken;;
;antreten;;
;einleiten;;
;angriff;;
;anfangen;;
;chrom;;
;netz;;
;netzwerk;;
;warmen;;
;lebend;;
;lebenden;;
;lebendig;;
;geschwür;;
;nackt;;
;bloß;;
;kahl;;
;unverhüllt;;
;blank;;
;wohltäter;;
;philanthrop;;
;datenübertragungsrate;;
;übertragungsgeschwindigkeit;;
;datentransferrate;;
;anzutreffen;;
;ort;;
;gegend;;
;lokal;;
;hiesig;;
;regional;;
;ecke;;
;ernst;;
;glaubhaft;;
;glaubwürdig;;
;denkbar;;
;erwartbar;;
;annehmbar;;
;riemen;;
;schnürriemen;;
;schuhband;;
;schuhriemen;;
;senkel;;
;schnürsenkel;;
;humanoider;;
;roboter;;
;androide;;
;menschenähnlicher;;
;gejammere;;
;jammern;;
;weinerliches;;
;gebaren;;
;geheul;;
;gejammer;;
;brombeerstrauch;;
;thermodynamik;;
;wärmelehre;;
;schützenhilfe;;
;leisten;;
;fenster;;
;hängen;;
;aussprechen;;
;engagieren;;
;sekundieren;;
;eintreten;;
;befürworten;;
;anpreisen;;
;einsetzen;;
;unterstützen;;
;empfehlen;;
;kriminalpolizei;;
;kripo;;
;naht;;
;saum;;
;bestellen;;
;buchen;;
;reservieren;;
;vorbestellen;;
;blocken;;
;vormerken;;
;freihalten;;
;disponieren;;
;betttuch;;
;bettlaken;;
;vorsichtiges;;
;abgießen;;
;kundtun;;
;öffentlich;;
;verbreiten;;
;öffentlichkeit;;
;fraß;;
;vorwerfen;;
;publik;;
;presse;;
;vermelden;;
;kund;;
;wissen;;
;augen;;
;ausbreiten;;
;leute;;
;rampenlicht;;
;zerren;;
;verlautbaren;;
;planen;;
;entwerfen;;
;konzipieren;;
;darm;;
;eindrucksvoll;;
;ehrfurcht;;
;gebietend;;
;beeindruckend;;
;junger;;
;gott;;
;imposant;;
;bemerkenswert;;
;beachtung;;
;verdienen;;
;erstaunlich;;
;betonieren;;
;faxen;;
;fratze;;
;grimasse;;
;außen;;
;kehren;;
;berücksichtigen;;
;betracht;;
;ziehen;;
;unberücksichtigt;;
;interessieren;;
;ignorieren;;
;überlegungen;;
;einbeziehen;;
;ausblenden;;
;zuhören;;
;kümmern;;
;scheren;;
;achtlos;;
;vorbeigehen;;
;hören;;
;ohr;;
;taub;;
;beiseite;;
;stellen;;
;reise;;
;fahrt;;
;expedition;;
;erkundung;;
;exkursion;;
;tagedieb;;
;tunichtgut;;
;nichtsnutz;;
;taugenichts;;
;strolch;;
;vorrat;;
;vorräte;;
;proviant;;
;schuldzuweisung;;
;vorwurf;;
;anschuldigung;;
;vorhaltung;;
;bezichtigung;;
;unterstellung;;
;anklage;;
;beschuldigung;;
;belastung;;
;wund;;
;vereitert;;
;entzündet;;
;schlimm;;
;festlegung;;
;deklaration;;
;vereinbarung;;
;traktieren;;
;plagen;;
;quälen;;
;sticheln;;
;aufziehen;;
;necken;;
;ärgern;;
;hänseln;;
;notieren;;
;protokollieren;;
;niederschreiben;;
;anmerken;;
;fordern;;
;bestehen;;
;einfordern;;
;versteifen;;
;dringen;;
;pochen;;
;insistieren;;
;reklamieren;;
;beharren;;
;drängen;;
;forderung;;
;postulieren;;
;abverlangen;;
;sankt;;
;petersburg;;
;paris;;
;ostens;;
;venedig;;
;nordens;;
;leningrad;;
;zusammenbau;;
;aufrichtung;;
;amusisch;;
;fantasielos;;
;nüchtern;;
;steif;;
;dröge;;
;trocken;;
;phantasielos;;
;prosaisch;;
;innewohnen;;
;kinnladen;;
;kippschalter;;
;umschalter;;
;aufforstung;;
;heilig;;
;sakral;;
;ehrwürdig;;
;verbindlichkeit;;
;regressanspruch;;
;ausgiebiger;;
;regen;;
;anhaltende;;
;regenfälle;;
;dauerregen;;
;ergiebiger;;
;standort;;
;drüben;;
;herüber;;
;quer;;
;hinüber;;
;aufnahmefähig;;
;empfänglich;;
;halter;;
;konsole;;
;gastgeber;;
;bewirten;;
;aufwarten;;
;versorgen;;
;boden;;
;beinen;;
;erde;;
;tatsachen;;
;pragmatisch;;
;gefestigt;;
;bodenständig;;
;geerdet;;
;scharfschütze;;
;ausbeuten;;
;vorteil;;
;stimmung;;
;kapital;;
;zwecke;;
;nutzen;;
;ausnutzen;;
;ausnützen;;
;bewirtschaften;;
;honig;;
;saugen;;
;instrumentalisieren;;
;nutze;;
;gebrauch;;
;ausschlachten;;
;zunutze;;
;gesättigt;;
;voll;;
;gefärbt;;
;mehrfarbig;;
;farbenfroh;;
;verschiedenfarbig;;
;buntfarbig;;
;farbig;;
;bunt;;
;schattenkabinett;;
;unbegrenzt;;
;unstillbar;;
;aktienindex;;
;börsenindex;;
;schule;;
;ursache;;
;grund;;
;anlass;;
;grell;;
;spitz;;
;durchdringend;;
;kreischend;;
;ohren;;
;wehtut;;
;schrill;;
;gellend;;
;verzeichnis;;
;lieferbarer;;
;bücher;;
;assoziiert;;
;verlinken;;
;sache;;
;gebracht;;
;sorglos;;
;unbekümmert;;
;unbesorgt;;
;sorgenlos;;
;sorgenfrei;;
;arbeitsverteilung;;
;lebenskraft;;
;elan;;
;kraft;;
;temperament;;
;vitalität;;
;schwung;;
;schaukeln;;
;schwanken;;
;schwenken;;
;kippen;;
;stampfen;;
;wippen;;
;schaffbar;;
;schaffen;;
;gangbar;;
;lösbar;;
;durchführbar;;
;greifbare;;
;rücken;;
;ausführbar;;
;realisierbar;;
;machbar;;
;scheuern;;
;reiben;;
;arbeitslosenziffer;;
;behördendeutsch;;
;amtsdeutsch;;
;agitation;;
;hetze;;
;waschpulver;;
;waschmittel;;
;zusammenfassung;;
;ausschnitt;;
;auszug;;
;inhaltsangabe;;
;abriss;;
;besteuerung;;
;pionier;;
;schrittmacher;;
;lokomotive;;
;vorkämpfer;;
;wegbereiter;;
;vorreiter;;
;entdecker;;
;trendsetter;;
;bergung;;
;rettung;;
;christus;;
;christi;;
;chr;;
;zeitrechnung;;
;post;;
;anno;;
;domini;;
;zusammenziehend;;
;pickelig;;
;picklig;;
;angrenzen;;
;grenzen;;
;anstoßen;;
;miauen;;
;damm;;
;binden;;
;flechten;;
;winden;;
;immatrikulieren;;
;anmelden;;
;einschreiben;;
;ressort;;
;tätigkeitsbereich;;
;arbeitsfeld;;
;geschäftsbereich;;
;aufgabenkreis;;
;arbeitsbereich;;
;tätigkeitsfeld;;
;aufgabenbereich;;
;kontur;;
;profil;;
;umriss;;
;umrisslinie;;
;silhouette;;
;python;;
;bewölkung;;
;wolken;;
;versteck;;
;schlupfwinkel;;
;nest;;
;geheimes;;
;unterschlupf;;
;nord;;
;nördlich;;
;transferieren;;
;veräußern;;
;übertragen;;
;stecken;;
;anhängen;;
;befestigen;;
;anfügen;;
;pfarrei;;
;ausmisten;;
;unwichtig;;
;belanglos;;
;unbedeutend;;
;irrelevant;;
;vernachlässigbar;;
;unwesentlich;;
;nichtig;;
;nichtssagend;;
;unmaßgeblich;;
;vernachlässigen;;
;wichtig;;
;sorgen;;
;gewicht;;
;fallen;;
;fisch;;
;randerscheinung;;
;unerheblich;;
;nebensache;;
;nebensächlich;;
;belang;;
;rede;;
;wert;;
;bedeutungslos;;
;tagegeld;;
;tagelohn;;
;grübeln;;
;brüten;;
;kopf;;
;zerbrechen;;
;hirn;;
;zermartern;;
;nachdenken;;
;einschub;;
;inklusion;;
;einschluss;;
;einfügung;;
;rettich;;
;kiesig;;
;bedeckt;;
;unglücklich;;
;unglückselig;;
;bedauerlich;;
;besen;;
;kehrbesen;;
;brüstung;;
;hitzig;;
;frenetisch;;
;ungestüm;;
;temperamentvoll;;
;leidenschaftlich;;
;feurig;;
;heißblütig;;
;verzückung;;
;voller;;
;emotional;;
;erregt;;
;mark;;
;deutsche;;
;vorheizen;;
;vorwärmen;;
;kundenservice;;
;kundenbetreuung;;
;kundendienst;;
;gelbe;;
;seiten;;
;branchenverzeichnis;;
;betriebsmodus;;
;verfahren;;
;art;;
;modus;;
;betriebsart;;
;bild;;
;gemälde;;
;eisenwerk;;
;eisenhütte;;
;überlagerung;;
;wechselwirkung;;
;ansteigend;;
;bergan;;
;erhebend;;
;aufwärts;;
;bergauf;;
;aufsteigend;;
;beschlagnahmen;;
;sichern;;
;verkehr;;
;einziehen;;
;sicherstellen;;
;konfiszieren;;
;beredsamkeit;;
;gabe;;
;zungenfertigkeit;;
;zinken;;
;nase;;
;hirse;;
;schwarzdrossel;;
;amsel;;
;streik;;
;ausstand;;
;arbeitseinstellung;;
;arbeitskampf;;
;städtisch;;
;gemeindlich;;
;kommunal;;
;computergestützt;;
;rechnerunterstützt;;
;ablehnend;;
;verständnis;;
;verurteilen;;
;stören;;
;anstoß;;
;aufgeschlossen;;
;gegenüberstehen;;
;missbilligen;;
;stellung;;
;beziehen;;
;ablehnen;;
;nachbereitung;;
;nachbearbeitung;;
;verringern;;
;nachlassen;;
;verblassen;;
;legen;;
;grünes;;
;licht;;
;erlauben;;
;verabschieden;;
;zustimmung;;
;erteilen;;
;abnicken;;
;segen;;
;absegnen;;
;zustimmen;;
;genehmigen;;
;einwilligen;;
;erlaubnis;;
;auflodern;;
;verstärken;;
;heftiger;;
;gewinnen;;
;aufwallen;;
;aufflackern;;
;schwere;;
;harte;;
;nuss;;
;durchtränkt;;
;ächzen;;
;seufzen;;
;stöhnen;;
;posen;;
;posieren;;
;hold;;
;geneigt;;
;gewogen;;
;gütig;;
;freundlich;;
;gesonnen;;
;wohlwollend;;
;wohlgesonnen;;
;zugetan;;
;gutgesinnt;;
;verständnisvoll;;
;wohlgesinnt;;
;wohlmeinend;;
;abhilfe;;
;rechtsmittel;;
;ambiguität;;
;mehrdeutigkeit;;
;zweideutigkeit;;
;vieldeutigkeit;;
;artillerie;;
;geschütze;;
;spur;;
;fußspur;;
;schneid;;
;abkaufen;;
;entmutigen;;
;jagen;;
;einschüchtern;;
;abschrecken;;
;demotivieren;;
;demoralisieren;;
;kostüm;;
;herr;;
;hauses;;
;hausherr;;
;zielwert;;
;sollwert;;
;geschlechtsverkehr;;
;häufig;;
;wechselnden;;
;partnern;;
;häufiger;;
;lebensweise;;
;menüpunkt;;
;entgelt;;
;gage;;
;entlohnung;;
;honorar;;
;lohn;;
;bezüge;;
;heuer;;
;vergütung;;
;einkünfte;;
;gehalt;;
;bezahlung;;
;gratifikation;;
;einkommen;;
;sold;;
;arbeitsentgelt;;
;besoldung;;
;verdienst;;
;emission;;
;vorzüglich;;
;außerordentlich;;
;vortrefflich;;
;erstrangig;;
;außergewöhnlich;;
;trefflich;;
;eins;;
;männlich;;
;maskulin;;
;sonnwendfeier;;
;feier;;
;sonnenwende;;
;spaten;;
;hohlkopf;;
;beschmierten;;
;trottel;;
;taube;;
;minderbemittelter;;
;dummkopf;;
;bekloppter;;
;hohle;;
;strohkopf;;
;einfaltspinsel;;
;horst;;
;rindvieh;;
;blödmann;;
;idiot;;
;depp;;
;geistige;;
;null;;
;armer;;
;geiste;;
;tölpel;;
;trübe;;
;irrer;;
;geistiger;;
;tiefflieger;;
;blöd;;
;pappnase;;
;stoffel;;
;dumme;;
;narr;;
;knallkopf;;
;dämlicher;;
;hund;;
;vollidiot;;
;dackel;;
;leuchte;;
;blödian;;
;niete;;
;esel;;
;erprobt;;
;praktischen;;
;einsatz;;
;praxiserprobt;;
;läufer;;
;oberer;;
;mühlstein;;
;rücksitz;;
;soziussitz;;
;künstlich;;
;aufgesetzt;;
;geschraubt;;
;verquast;;
;theatralisch;;
;artifiziell;;
;geziert;;
;schwülstig;;
;gekünstelt;;
;affektiert;;
;gestelzt;;
;gespreizt;;
;geschwollen;;
;manieriert;;
;hochgestochen;;
;unnatürlich;;
;gewunden;;
;bildungssprachlich;;
;profitieren;;
;konstruktion;;
;gerüst;;
;aufbau;;
;architektur;;
;struktur;;
;endlösung;;
;holocaust;;
;kluft;;
;riss;;
;spalte;;
;übertragung;;
;transfer;;
;übermittlung;;
;orthopäde;;
;facharzt;;
;orthopädie;;
;legitimität;;
;zulässigkeit;;
;rechtmäßigkeit;;
;herausgeber;;
;funktionieren;;
;arbeiten;;
;exemplar;;
;instanz;;
;gebunden;;
;spielen;;
;eintopf;;
;diensteifer;;
;schaffensdrang;;
;produktivität;;
;tüchtigkeit;;
;arbeitseifer;;
;zug;;
;zugluft;;
;luftzug;;
;durchzug;;
;erkennbar;;
;unerkennbar;;
;wahrnehmbar;;
;unmerklich;;
;schleichend;;
;unbemerkbar;;
;räkeln;;
;aalen;;
;schur;;
;halbschuh;;
;schlüpfer;;
;einbetten;;
;lagern;;
;einlagern;;
;einbinden;;
;eingliedern;;
;betten;;
;zuschuss;;
;zuschlag;;
;prämie;;
;zulage;;
;durchbruch;;
;verhelfen;;
;durchsetzen;;
;fläche;;
;geltung;;
;verschaffen;;
;etablieren;;
;fälschlich;;
;irrtümlicherweise;;
;fehler;;
;beruhen;;
;vermeintlich;;
;irrtümlich;;
;fälschlicherweise;;
;andienen;;
;bieten;;
;anbieten;;
;flackern;;
;flimmern;;
;blinken;;
;verteilung;;
;ausbreitung;;
;verbreitung;;
;streuung;;
;lauf;;
;anlage;;
;mitgeliefert;;
;anliegend;;
;beigelegt;;
;beigefügt;;
;dazugelegt;;
;anbei;;
;beiliegend;;
;hinzugefügt;;
;schicht;;
;sündenbock;;
;feindbild;;
;arsch;;
;dienst;;
;böser;;
;scheusal;;
;bestie;;
;unhold;;
;ungeheuer;;
;unmensch;;
;monster;;
;satan;;
;beschönigung;;
;scheingrund;;
;faule;;
;ausrede;;
;ausflucht;;
;notlüge;;
;schutzbehauptung;;
;deckmantel;;
;vorwand;;
;entschuldigung;;
;schlechte;;
;akkumulator;;
;register;;
;schwelle;;
;grenzwert;;
;schwellwert;;
;spektakel;;
;schauspiel;;
;separieren;;
;absondern;;
;abscheiden;;
;auslesen;;
;eliminieren;;
;extrahieren;;
;selektieren;;
;aussondern;;
;herausnehmen;;
;aussortieren;;
;immobilienhändler;;
;grundstücksmakler;;
;kauf;;
;aneignung;;
;erwerb;;
;anschaffung;;
;erwerbung;;
;investition;;
;schluss;;
;ausgang;;
;abschluss;;
;abfragen;;
;abrufen;;
;letztes;;
;vergangenes;;
;vorjahr;;
;kompromiss;;
;verständigen;;
;schließen;;
;gemeinsam;;
;beschließen;;
;einigung;;
;übereinkunft;;
;treffen;;
;übereinkommen;;
;erzielen;;
;ersticken;;
;unterdrücken;;
;abwürgen;;
;gewaltsam;;
;beenden;;
;schaltplan;;
;stromlaufplan;;
;schaltbild;;
;waffenlos;;
;unbewaffnet;;
;nordischer;;
;messestand;;
;soda;;
;natron;;
;laborant;;
;chemiker;;
;randstein;;
;bordstein;;
;flinkheit;;
;schnelligkeit;;
;erschöpfen;;
;verbrauchen;;
;aufwenden;;
;verausgaben;;
;wirtschaftsraum;;
;volkswirtschaft;;
;wirtschaft;;
;ökonomie;;
;raumgestaltung;;
;klösterlich;;
;abspulen;;
;einbauen;;
;integrieren;;
;einfügen;;
;typenschild;;
;bußgeld;;
;geldbuße;;
;geldstrafe;;
;natürlicher;;
;größe;;
;leibhaftig;;
;leibt;;
;lebt;;
;lebensgröße;;
;umwälzen;;
;austauschen;;
;stiller;;
;ozean;;
;pazifischer;;
;pazifik;;
;abdeckung;;
;andenken;;
;souvenir;;
;mitbringsel;;
;erinnerungsstück;;
;campingplatz;;
;zeltplatz;;
;staatschef;;
;vorsitzender;;
;staatsoberhaupt;;
;präsident;;
;scharfsichtig;;
;pornographisch;;
;schweinisch;;
;versaut;;
;pornografisch;;
;feuern;;
;schleudern;;
;werfen;;
;pfeffern;;
;schmeißen;;
;schmettern;;
;missdeutung;;
;falsche;;
;deutung;;
;sparsam;;
;geizen;;
;auskommen;;
;knausern;;
;sparen;;
;umgehen;;
;sitzen;;
;unfreiheit;;
;sklaverei;;
;leibeigenschaft;;
;knechtschaft;;
;begehbar;;
;nutzbar;;
;erschließen;;
;besiedeln;;
;kultivieren;;
;bevölkern;;
;kolonisieren;;
;eckig;;
;rechteckig;;
;viereckig;;
;leer;;
;inhalt;;
;unausgefüllt;;
;stehend;;
;frei;;
;kratze;;
;abwerben;;
;wegschnappen;;
;ausspannen;;
;abspenstig;;
;herausbekommen;;
;loseisen;;
;entführen;;
;ältere;;
;senior;;
;angegliedert;;
;blutarm;;
;saftlos;;
;blass;;
;kraftlos;;
;schlaff;;
;geschütz;;
;kanone;;
;zurechtstutzen;;
;stutzen;;
;beschneiden;;
;kürzen;;
;eilbote;;
;stafette;;
;eifersucht;;
;missgunst;;
;neid;;
;bejahender;;
;satz;;
;bejahung;;
;schlüsse;;
;missverstehen;;
;missdeuten;;
;falschen;;
;hals;;
;einrichter;;
;monteur;;
;handikap;;
;beeinträchtigung;;
;handicap;;
;pferd;;
;gaul;;
;mandelentzündung;;
;angina;;
;rohdaten;;
;gedehnt;;
;anhaltend;;
;ausgedehnt;;
;gezogen;;
;preis;;
;treffer;;
;glückslos;;
